"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","salary.f","dummy_sales","dummy_accounting","dummy_hr","dummy_technical","dummy_support","dummy_management","dummy_IT","dummy_product_mng","dummy_marketing","dummy_RandD"
"306",0.45,0.47,2,135,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"307",0.37,0.46,2,149,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0
"308",0.11,0.81,5,287,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"309",0.41,0.48,2,145,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"310",0.1,0.94,6,285,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"311",0.1,0.93,7,305,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"312",0.11,0.95,7,300,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"313",0.4,0.54,2,139,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"314",0.41,0.49,2,130,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"315",0.1,0.81,6,268,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"316",0.73,0.86,4,245,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"317",0.43,0.47,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"318",0.37,0.46,2,153,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"319",0.11,0.94,6,276,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"320",0.4,0.46,2,130,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"321",0.41,0.54,2,153,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"322",0.82,0.84,5,244,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"323",0.61,0.47,2,253,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"324",0.11,0.91,7,287,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"325",0.37,0.45,2,131,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"326",0.41,0.52,2,135,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"327",0.37,0.52,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"328",0.88,0.99,5,262,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"329",0.1,0.85,6,266,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"330",0.44,0.48,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"331",0.38,0.57,2,140,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"332",0.11,0.85,7,302,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"333",0.09,0.98,6,271,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"334",0.45,0.52,2,145,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"335",0.1,0.81,6,290,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"336",0.45,0.47,2,151,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"337",0.77,0.87,5,266,5,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"338",0.44,0.51,2,140,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"339",0.39,0.5,2,142,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"340",0.1,0.91,6,246,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"341",0.09,0.89,7,308,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"342",0.37,0.47,2,141,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"343",0.9,1,5,232,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"344",0.41,0.56,2,143,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"345",0.37,0.52,2,155,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"346",0.1,0.86,6,278,4,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"347",0.81,1,4,253,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"348",0.11,0.8,6,282,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"349",0.11,0.84,7,264,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"350",0.4,0.46,2,149,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"351",0.09,0.8,6,304,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"352",0.48,0.93,3,219,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"353",0.91,0.91,4,262,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"354",0.43,0.57,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"355",0.33,0.88,6,219,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"356",0.41,0.57,2,136,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"357",0.41,0.55,2,154,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"358",0.37,0.54,2,149,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"359",0.31,0.62,6,135,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"360",0.09,0.91,6,275,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"361",0.1,0.87,6,290,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"362",0.76,0.9,4,263,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"363",0.41,0.54,2,145,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"364",0.72,0.96,5,267,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"365",0.4,0.5,2,141,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"366",0.91,0.87,4,235,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"367",0.1,0.83,6,258,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"368",0.4,0.56,2,131,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"369",0.82,0.86,5,243,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"370",0.1,0.82,6,266,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"371",0.37,0.45,2,142,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"372",0.36,0.51,2,135,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"373",0.39,0.48,2,141,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"374",0.36,0.57,2,142,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"375",0.86,0.84,5,254,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"376",0.73,0.99,5,262,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"377",0.56,0.71,4,296,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"378",0.44,0.56,2,158,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"379",0.31,0.56,4,238,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"380",0.77,0.93,4,231,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"381",0.44,0.45,2,156,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"382",0.38,0.46,2,145,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"383",0.45,0.48,2,144,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"384",0.38,0.51,2,159,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"385",0.36,0.48,2,156,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0
"386",0.75,0.9,5,256,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"387",0.1,0.93,6,298,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"388",0.1,0.97,6,247,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"389",0.45,0.5,2,157,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"390",0.42,0.57,2,154,3,1,1,0,2,0,0,0,0,0,0,0,0,1,0
"391",0.78,1,4,253,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"392",0.45,0.55,2,148,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"393",0.84,1,4,261,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"394",0.11,0.93,6,282,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"395",0.42,0.56,2,133,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"396",0.45,0.46,2,128,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"397",0.46,0.57,2,139,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"398",0.09,0.79,6,293,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"399",0.87,0.83,4,265,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"400",0.1,0.87,6,250,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"401",0.91,1,5,251,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"402",0.76,0.92,4,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"403",0.74,1,5,275,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"404",0.92,0.93,5,240,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"405",0.76,0.87,5,245,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"406",0.47,0.5,4,254,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"407",0.73,0.99,5,241,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"408",0.09,0.94,6,257,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"409",0.91,0.92,4,246,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"410",0.82,0.98,4,233,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"411",0.28,0.45,6,218,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"412",0.84,0.99,4,262,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"413",0.45,0.53,2,138,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"414",0.45,0.54,2,142,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"415",0.91,0.97,5,233,5,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"416",0.42,0.48,2,155,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"417",0.82,1,4,229,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"418",0.11,0.9,6,264,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"419",0.42,0.53,3,199,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"420",0.82,0.85,4,223,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"421",0.09,0.96,6,268,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"422",0.1,0.94,6,287,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"423",0.86,1,5,257,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"424",0.4,0.46,2,143,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"425",0.45,0.46,2,130,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"426",0.42,0.51,2,136,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"427",0.74,0.92,4,261,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"428",0.55,0.6,3,180,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"429",0.37,0.45,2,126,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"430",0.41,0.52,2,127,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"431",0.89,0.65,5,195,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"432",0.41,0.57,2,160,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"433",0.44,0.51,2,150,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"434",0.87,0.84,4,264,6,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"435",0.1,0.84,6,309,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"436",0.41,0.47,2,135,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"437",0.11,0.85,6,261,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"438",0.43,0.53,2,160,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"439",0.77,0.9,4,237,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"440",0.41,0.52,2,136,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"441",0.41,0.48,2,139,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"442",0.36,0.78,2,151,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"443",0.77,1,5,229,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"444",0.81,0.98,5,245,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"445",0.39,0.54,2,127,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"446",0.09,0.94,6,283,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"447",0.44,0.46,2,143,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"448",0.1,0.84,5,298,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"449",0.36,0.48,2,159,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"450",0.81,0.92,5,239,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"451",0.81,0.9,4,226,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"452",0.85,0.98,5,248,5,0,1,0,2,0,0,0,0,0,0,0,1,0,0
"453",0.1,0.87,6,286,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"454",0.37,0.54,2,145,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"455",0.09,0.97,7,254,4,1,1,0,2,0,0,0,0,0,0,0,0,0,1
"456",0.44,0.53,2,127,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"457",0.86,0.93,5,223,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"458",0.77,1,4,255,5,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"459",0.41,0.48,2,136,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"460",0.4,0.48,2,137,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"461",0.43,0.49,2,135,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"462",0.43,0.5,2,137,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"463",0.8,0.53,3,255,5,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"464",0.8,0.85,4,273,5,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"465",0.82,0.98,5,234,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"466",0.37,0.54,2,152,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"467",0.37,0.48,2,134,3,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"468",0.09,0.95,6,292,4,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"469",0.9,0.92,5,245,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"470",0.41,0.52,2,159,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"471",0.1,0.85,6,260,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"472",0.44,0.53,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"473",0.89,0.85,5,266,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"474",0.42,0.56,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"475",0.87,1,5,242,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"476",0.45,0.57,2,134,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"477",0.11,0.87,5,271,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"478",0.09,0.79,6,275,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"479",0.76,0.83,5,227,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"480",0.11,0.96,7,277,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"481",0.37,0.49,2,151,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"482",0.1,0.79,6,274,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"483",0.77,0.87,4,242,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"484",0.42,0.54,2,143,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"485",0.38,0.52,2,145,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"486",0.32,0.95,5,172,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"487",0.38,0.49,2,135,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"488",0.19,1,4,192,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"489",0.1,0.83,7,276,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"490",0.76,0.88,4,206,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"491",0.53,0.56,4,281,6,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"492",0.39,0.51,2,151,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"493",0.11,0.83,6,244,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"494",0.1,0.94,6,309,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"495",0.84,1,5,218,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"496",0.82,0.99,4,263,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"497",0.1,0.82,6,244,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"498",0.59,0.49,7,263,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"499",0.44,0.48,2,143,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"500",0.89,0.95,2,181,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"501",0.91,0.84,5,265,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"502",0.66,0.57,5,161,5,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"503",0.11,0.87,7,282,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"504",0.43,0.51,2,155,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"505",0.78,0.83,4,217,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"506",0.11,0.97,6,289,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"507",0.83,0.98,4,259,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"508",0.39,0.54,2,158,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"509",0.38,0.55,2,158,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"510",0.37,0.57,2,155,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"511",0.44,0.48,2,146,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"512",0.53,0.85,2,164,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"513",0.09,0.96,6,259,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"514",0.11,0.89,6,293,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"515",0.83,0.96,5,275,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"516",0.88,1,5,219,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"517",0.1,0.89,6,247,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"518",0.09,0.86,7,309,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"519",0.44,0.54,2,151,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"520",0.39,0.51,2,129,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"521",0.87,0.94,4,274,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"522",0.74,0.99,4,233,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"523",0.1,0.95,7,289,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"524",0.74,0.82,4,239,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"525",0.75,0.99,5,221,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"526",0.41,0.56,2,150,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"527",0.41,0.45,2,144,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"528",0.09,0.9,7,289,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"529",0.09,0.8,6,301,5,0,1,0,2,0,0,0,0,0,0,1,0,0,0
"530",0.39,0.57,2,145,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"531",0.4,0.56,2,137,3,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"532",0.37,0.54,2,131,3,1,1,0,2,0,0,1,0,0,0,0,0,0,0
"533",0.1,0.84,6,246,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"534",0.43,0.51,2,136,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"535",0.75,0.85,5,240,6,1,1,0,2,0,0,0,0,0,0,0,0,1,0
"536",0.37,0.56,2,156,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"537",0.11,0.85,6,305,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"538",0.45,0.45,2,154,3,1,1,0,2,0,0,0,0,1,0,0,0,0,0
"539",0.87,1,5,261,5,1,1,0,2,0,0,0,1,0,0,0,0,0,0
"540",0.11,0.94,7,244,4,0,1,0,2,0,0,0,0,0,1,0,0,0,0
"541",0.45,0.54,2,129,3,0,1,0,3,0,0,0,0,0,0,0,0,1,0
"542",0.81,0.87,4,254,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
"543",0.77,0.91,5,236,5,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"544",0.89,0.92,5,237,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"545",0.43,0.49,2,135,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"546",0.78,1,5,236,5,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"547",0.37,0.47,2,149,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"548",0.37,0.5,2,141,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"549",0.85,0.82,4,270,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"550",0.41,0.47,2,138,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"551",0.11,0.96,6,298,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"552",0.75,0.99,5,254,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"553",0.82,0.85,5,248,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"554",0.79,1,5,257,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"555",0.43,0.53,2,150,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"556",0.1,0.9,7,281,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"557",0.46,0.48,2,141,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0
"558",0.43,0.57,2,157,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"559",0.43,0.55,2,136,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"560",0.11,0.8,7,296,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"561",0.09,0.86,6,279,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"562",0.37,0.53,2,131,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"563",0.4,0.57,2,160,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"564",0.1,0.77,7,291,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"565",0.41,0.53,2,157,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"566",0.79,0.58,3,294,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"567",0.11,0.79,7,310,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"568",0.1,0.97,6,282,4,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"569",0.44,0.51,2,134,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0
"570",0.25,0.46,4,214,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"571",0.44,0.52,2,137,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"572",0.73,1,4,252,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"573",0.75,0.97,5,243,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"574",0.36,0.47,2,148,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"575",0.37,0.49,2,151,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"576",0.39,0.49,2,129,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"577",0.48,0.78,2,198,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"578",0.57,0.72,4,275,6,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"579",0.9,0.96,5,243,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
"580",0.39,0.55,2,159,3,0,1,0,3,0,0,0,1,0,0,0,0,0,0
"581",0.44,0.51,2,145,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"582",0.81,0.88,5,242,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"583",0.74,0.87,5,242,5,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"584",0.44,0.56,2,145,3,0,1,0,2,0,0,0,0,1,0,0,0,0,0
"585",0.41,0.56,2,154,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0
"586",0.4,0.51,2,139,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"587",0.46,0.57,2,152,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"588",0.8,0.83,2,211,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"589",0.87,0.9,5,258,5,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"590",0.39,0.54,2,155,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"591",0.38,0.55,2,148,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"592",0.66,0.67,2,255,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"593",0.1,0.8,6,264,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"594",0.37,0.54,2,132,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"595",0.1,0.77,6,255,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"596",0.09,0.87,5,263,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"597",0.86,0.84,5,222,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"598",0.11,0.9,6,263,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"599",0.37,0.46,2,157,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"600",0.11,0.92,7,307,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"601",0.77,0.98,5,259,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"602",0.84,0.94,5,222,6,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"603",0.1,0.84,7,250,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"604",0.83,0.9,5,245,5,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"605",0.11,0.79,6,292,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"606",0.86,0.92,5,252,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"607",0.38,0.56,2,161,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"608",0.11,0.88,5,250,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"609",0.45,0.49,2,134,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"610",0.1,0.85,7,279,4,0,1,0,2,0,0,0,0,0,0,0,0,0,1
"611",0.09,0.95,7,256,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"612",0.39,0.53,2,127,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0
"613",0.37,0.47,2,138,3,1,1,0,2,0,1,0,0,0,0,0,0,0,0
